"Res_Pct"	"Exh_Pct"	"Blood_Pct"	"gene"	"CLsPass"	"LcmPass"	"CancerPass"	"Marker"
12.4680130611925	12.3894162424471	11.8495122521507	"SRGN"	TRUE	FALSE	TRUE	"Res"
12.3909246229627	12.0188364553774	12.1713124941938	"UBB"	FALSE	FALSE	FALSE	"Res"
12.0459084371984	11.4881042738788	9.82888918830126	"NFKBIA"	FALSE	FALSE	FALSE	"Res"
11.9244808861779	11.3379783296468	10.1831631821854	"CD69"	TRUE	FALSE	TRUE	"Res"
11.8322002473168	10.8293508642485	9.93977072586047	"ZFP36"	FALSE	FALSE	FALSE	"Res"
11.809687601861	11.4155462319003	10.3319280542343	"HSP90AA1"	FALSE	FALSE	FALSE	"Res"
11.664893921634	11.4107721209176	10.674222490794	"HSPA8"	FALSE	FALSE	FALSE	"Res"
11.6542643527444	11.4985434667302	11.232236049262	"EIF1"	FALSE	FALSE	FALSE	"Res"
11.5238918066356	11.4825509771872	11.1910806567454	"PTMA"	FALSE	FALSE	FALSE	"Res"
11.3156969582733	9.60074468162087	6.76273575269496	"HSPA1A"	FALSE	FALSE	FALSE	"Res"
11.1259393163835	8.79024492358434	4.98951868949897	"FOS"	FALSE	FALSE	FALSE	"Res"
10.8362387353259	9.13584409600835	6.68247142996285	"NR4A2"	FALSE	FALSE	FALSE	"Res"
10.8347561864375	9.74302586262679	8.95836217688182	"DNAJB1"	FALSE	FALSE	FALSE	"Res"
10.6656540357676	10.3120687253964	8.43139845671372	"TNFAIP3"	FALSE	FALSE	FALSE	"Res"
10.4200551076658	10.2767449133378	9.33264747688363	"HSP90AB1"	FALSE	FALSE	FALSE	"Res"
10.4008829098917	10.2602565024323	9.08813518642385	"HSPD1"	FALSE	FALSE	FALSE	"Res"
10.285721798813	9.58749380028937	8.50563227312718	"DNAJA1"	FALSE	FALSE	FALSE	"Res"
10.2329482510743	9.78377344313682	9.0200375285963	"DUSP1"	FALSE	FALSE	FALSE	"Res"
9.88348842211131	7.26506305747742	0	"AREG"	FALSE	FALSE	FALSE	"Res"
9.7333847838126	9.21269800588566	8.35638199455751	"JUNB"	FALSE	FALSE	FALSE	"Res"
9.72045582106702	8.38842270450584	7.31529185053313	"PPP1R15A"	FALSE	TRUE	TRUE	"Res"
9.5465224238846	7.93202020997723	2.06545088598932	"NR4A1"	FALSE	FALSE	FALSE	"Res"
9.5164745914225	8.8082539721724	7.52834008106882	"BTG2"	FALSE	FALSE	FALSE	"Res"
9.36745996991502	8.74967202215638	8.644117542148	"IER2"	FALSE	FALSE	FALSE	"Res"
9.25411867069677	8.78372935338423	6.38908389025116	"NFKBIZ"	FALSE	FALSE	FALSE	"Res"
9.23335491323625	8.92167533054737	7.54096111441686	"HSPE1"	FALSE	FALSE	FALSE	"Res"
8.85749616123131	8.5014554830972	7.97565604554508	"IFRD1"	FALSE	FALSE	FALSE	"Res"
8.77535858740726	8.19386391062183	7.28358998523102	"REL"	FALSE	FALSE	FALSE	"Res"
8.76404474165298	8.05395151032694	7.53693725366697	"GADD45B"	FALSE	FALSE	FALSE	"Res"
8.64086033843483	3.70983001246851	2.81975868846008	"GPR183"	TRUE	FALSE	TRUE	"Res"
8.43221030771349	4.95019501036488	4.82783421830273	"NFKBID"	FALSE	TRUE	TRUE	"Res"
8.37862982828171	7.08241402130647	1.63396384808218	"CD83"	FALSE	FALSE	FALSE	"Res"
8.37577066119041	7.24087141127903	2.84202469330613	"MAFF"	FALSE	FALSE	FALSE	"Res"
8.35077870123242	7.86230376114655	2.55295439686355	"SERTAD1"	FALSE	FALSE	FALSE	"Res"
8.34031876672602	8.16451635698179	5.12921484233762	"PMAIP1"	FALSE	FALSE	FALSE	"Res"
8.33945348901532	8.27037818498778	5.86230669012075	"NFKB1"	FALSE	FALSE	FALSE	"Res"
8.28301778265972	5.89686728153962	2.29965280028259	"FOSB"	FALSE	FALSE	FALSE	"Res"
8.19000982834699	7.53689389878276	3.21806764313483	"HSPA1B"	FALSE	FALSE	FALSE	"Res"
8.18777099432903	8.04595093704266	6.37443531602951	"MYADM"	FALSE	FALSE	FALSE	"Res"
8.1478626356067	6.70294670366665	2.76660159530651	"ICAM1"	FALSE	FALSE	FALSE	"Res"
8.11403528353706	7.87141473258064	7.93794398280454	"XCL2"	TRUE	FALSE	TRUE	"Res"
8.0535855017953	7.22820020959625	3.07713285838527	"RASGEF1B"	TRUE	TRUE	TRUE	"Res"
8.00027683229371	7.67694848826	7.5158170824332	"PTGER4"	TRUE	FALSE	TRUE	"Res"
7.87822645683187	7.50948096519105	3.80178641997151	"JUN"	FALSE	FALSE	FALSE	"Res"
7.87679147989552	6.80497953562681	6.95539359386444	"IRF8"	FALSE	FALSE	FALSE	"Res"
7.71296983111154	4.23857991680092	0	"ELL2"	FALSE	FALSE	FALSE	"Res"
7.53215049515968	6.70384555395268	5.9964572298428	"VPS37B"	FALSE	FALSE	FALSE	"Res"
7.09177402857225	3.80909848671969	0.663253060388756	"NR4A3"	TRUE	TRUE	TRUE	"Res"
6.88175499184867	4.93802167452575	4.09180801798609	"XCL1"	TRUE	TRUE	TRUE	"Res"
6.77548770230988	5.13416682966379	0	"RBBP8"	FALSE	FALSE	FALSE	"Res"
6.49385720150344	6.45002802677269	6.00941230947783	"RANBP2"	FALSE	FALSE	FALSE	"Res"
6.35661465931358	1.25416563816385	0	"EGR2"	TRUE	FALSE	TRUE	"Res"
6.28691653601584	3.25406992115426	1.05598815647687	"EGR1"	FALSE	FALSE	FALSE	"Res"
