"Res_Pct"	"Exh_Pct"	"Blood_Pct"	"gene"	"CLsPass"	"LcmPass"	"CancerPass"	"Marker"
12.4054670411217	11.8015209571221	10.2466973723289	"ZFP36"	FALSE	FALSE	FALSE	"Res"
11.9663530003571	11.7922448200276	9.78826347742566	"CD69"	TRUE	FALSE	TRUE	"Res"
11.9105142848421	11.8451434991731	11.4367709599905	"EIF1"	FALSE	FALSE	FALSE	"Res"
11.8241727546749	10.7021641770612	7.37306332183587	"FOS"	FALSE	FALSE	FALSE	"Res"
11.1570476641309	11.0787226994936	10.4029759269274	"KLF6"	FALSE	FALSE	FALSE	"Res"
10.9874905386101	10.9782263106281	8.83441425269169	"TNFAIP3"	FALSE	FALSE	FALSE	"Res"
10.7783204611361	10.5600955186359	7.52462714995276	"ZNF331"	TRUE	FALSE	TRUE	"Res"
10.6442535002823	10.0500210198208	6.77318522873359	"NR4A2"	FALSE	FALSE	FALSE	"Res"
10.5829245049366	10.1611105660746	9.2139962528264	"JUNB"	FALSE	FALSE	FALSE	"Res"
10.3800981946274	10.0294586212623	10.0121721152698	"PABPC1"	FALSE	FALSE	FALSE	"Res"
10.3364537264973	9.9747661104378	8.9587719789942	"YPEL5"	FALSE	FALSE	FALSE	"Res"
9.60656956829234	9.46277751086957	9.54401200263776	"STAT4"	TRUE	FALSE	TRUE	"Res"
9.5112143124961	9.48324035895319	7.84226125859472	"BTG2"	FALSE	FALSE	FALSE	"Res"
9.3690267207009	8.45468153858269	7.99343050737033	"PTGER4"	TRUE	FALSE	TRUE	"Res"
9.14926742246768	9.08305340578955	7.41363981809972	"LDLRAD4"	TRUE	FALSE	TRUE	"Res"
8.95911317522624	7.83745109303217	8.64792160739614	"CD55"	FALSE	FALSE	FALSE	"Res"
8.77594985518266	8.65622803691189	7.89982610350464	"MAP3K8"	FALSE	FALSE	FALSE	"Res"
8.76269324953602	7.80023768405928	3.77706291932907	"FOSB"	FALSE	FALSE	FALSE	"Res"
8.6783524541014	7.95405656194422	1.4896451373445	"NR4A1"	FALSE	FALSE	FALSE	"Res"
8.67352199439497	8.64647318886367	7.6276509391563	"MCL1"	FALSE	FALSE	FALSE	"Res"
8.61207548472773	8.44027241969267	7.08964385684085	"MYADM"	FALSE	FALSE	FALSE	"Res"
8.56705057702628	0	0	"GPR15"	TRUE	TRUE	TRUE	"Res"
8.20238981862441	8.00994587843101	6.98967083537603	"REL"	FALSE	FALSE	FALSE	"Res"
8.08785520774233	7.88317280358017	5.38487298883025	"TIPARP"	FALSE	FALSE	FALSE	"Res"
8.05243869509207	7.85781125529572	5.69957408738948	"LMNA"	FALSE	FALSE	FALSE	"Res"
